no,area,name,disease,grade,lat,log,img
612,양평군,중앙훼미리의원,고혈압,2등급,37.490468992,127.48904052,5.JPG
613,성남시,지성의원,고혈압,2등급,37.444916107,127.161654,6.JPG
614,의정부시,지형석내과의원,고혈압,2등급,37.747708266,127.06462895,7.JPG
615,의정부시,진내과의원,고혈압,2등급,37.751426377,127.0698176,8.JPG
616,군포시,참가정의학과의원,고혈압,2등급,37.349418991,126.92642941,9.JPG
617,남양주시,참내과의원,고혈압,2등급,37.651388804,127.30707016,10.JPG
618,성남시,참사랑의원,고혈압,2등급,37.460854193,127.16865027,11.JPG
619,의정부시,참서울의원,고혈압,2등급,37.747927459,127.05868361,12.JPG
620,안산시,참소아과의원,고혈압,2등급,37.33108746,126.84781378,13.JPG
621,안산시,참조은내과의원,고혈압,2등급,37.301455009,126.8122443,14.JPG
622,남양주시,참편한가정의원,고혈압,2등급,37.742211286,127.19800254,15.JPG
623,용인시,참편한내과의원,고혈압,2등급,37.271764799,127.12680081,16.JPG
624,가평군,천병철내과의원,고혈압,2등급,37.830125665,127.5137169,17.JPG
625,고양시,청담우리의원,고혈압,2등급,37.725399221,126.84359248,18.JPG
626,남양주시,청학제일의원,고혈압,2등급,37.708993424,127.11456297,19.JPG
627,평택시,최규호의원,고혈압,2등급,36.992186452,127.08653546,20.JPG
628,수원시,최신환내과의원,고혈압,2등급,37.25943553,127.07666204,1.JPG
629,평택시,최윤건내과의원,고혈압,2등급,36.995548858,127.08450585,2.JPG
630,안양시,최종호의원,고혈압,2등급,37.397466756,126.92159224,3.JPG
631,용인시,홍종욱내과의원,고혈압,2등급,37.253905353,127.10935646,4.JPG
632,수원시,"화서연세 가족사랑의원",고혈압,2등급,37.282371377,126.99467293,5.JPG
633,수원시,화서의원,고혈압,2등급,37.285955657,126.98064433,6.JPG
634,화성시,화성열린내과의원,고혈압,2등급,37.205332838,127.01425931,7.JPG
635,군포시,황가정의학과의원,고혈압,1등급,37.370664313,126.94079049,8.JPG
636,파주시,황효주내과의원,고혈압,1등급,37.855721106,126.78692974,9.JPG
637,김포시,힐메디의원,고혈압,1등급,37.597274456,126.76896114,10.JPG
638,파주시,운정연세사랑의원,고혈압,1등급,37.731590297,126.75137594,11.JPG
639,고양시,원내과의원,고혈압,1등급,37.669156527,126.73227298,12.JPG
640,부천시,원종의원,고혈압,1등급,37.527928931,126.80513054,13.JPG
641,안산시,위내과의원,고혈압,1등급,37.295898913,126.86679953,14.JPG
642,고양시,위더스내과의원,고혈압,1등급,37.670575544,126.75913084,15.JPG
643,파주시,유성재내과의원,고혈압,1등급,37.752031446,126.76812305,16.JPG
644,광주시,유종길내과의원,고혈압,1등급,37.386726218,127.28805521,17.JPG
645,이천시,유진정형외과의원,고혈압,1등급,37.116880656,127.62936599,18.JPG
646,이천시,윤내과의원,고혈압,1등급,37.280324345,127.44643899,19.JPG
647,파주시,윤내과의원,고혈압,1등급,37.764253882,126.77554064,20.JPG
648,화성시,윤내과의원,고혈압,1등급,37.224738102,126.97362009,1.JPG
649,파주시,윤영상의학과의원,고혈압,1등급,37.762730846,126.77531833,2.JPG
650,수원시,은내과의원,고혈압,1등급,37.251014136,126.98272856,3.JPG
651,평택시,의료법인열린의료재단평택푸른의원,고혈압,1등급,36.991995843,127.08847859,4.JPG
652,의정부시,이·문내과의원,고혈압,1등급,37.738767984,127.05134785,5.JPG
653,과천시,이기헌내과의원,고혈압,1등급,37.429299707,126.99175327,6.JPG
654,남양주시,이내과의원,고혈압,1등급,37.715128026,127.19830577,7.JPG
655,구리시,이동규내과의원,고혈압,1등급,37.602144286,127.14295146,8.JPG
656,광주시,이동우가정의학과의원,고혈압,1등급,37.360482893,127.15465813,9.JPG
657,양주시,이병철내과의원,고혈압,1등급,37.836665797,127.06848589,10.JPG
658,하남시,이상화내과의원,고혈압,1등급,37.539900622,127.20209062,11.JPG
659,부천시,이소아과의원,고혈압,1등급,37.528178407,126.8088745,12.JPG
660,파주시,이수동소아청소년과의원,고혈압,1등급,37.725845279,126.72088265,13.JPG
661,부천시,이수용소아청소년과의원,고혈압,1등급,37.491095407,126.77457322,14.JPG
662,성남시,이승주내과의원,고혈압,1등급,37.445083089,127.15803818,15.JPG
663,남양주시,이승호정형외과의원,고혈압,1등급,37.651886892,127.30255082,16.JPG
664,동두천시,이영길내과의원,고혈압,1등급,37.905351451,127.05370825,17.JPG
665,평택시,이외과의원,고혈압,1등급,36.995295498,127.08603335,18.JPG
666,광명시,이윤호내과의원,고혈압,1등급,37.473959761,126.8696201,19.JPG
667,안양시,이재명내과의원,고혈압,1등급,37.405550217,126.95803114,20.JPG
668,동두천시,이종선내과의원,고혈압,1등급,37.906414187,127.05453904,1.JPG
669,화성시,이진의원,고혈압,1등급,37.219575413,126.94873372,2.JPG
670,이천시,이천성모의원,고혈압,1등급,37.282164395,127.44107112,3.JPG
671,수원시,이향주내과의원,고혈압,1등급,37.239300086,127.05475658,4.JPG
672,안양시,이화가정의원,고혈압,1등급,37.398717332,126.97742626,5.JPG
673,포천시,일동서울정형외과의원,고혈압,1등급,37.957689316,127.31814868,6.JPG
674,안산시,일동튼튼의원,고혈압,1등급,37.309786078,126.86890647,7.JPG
675,고양시,일산유내과의원,고혈압,1등급,37.686734071,126.77015428,8.JPG
676,동두천시,임내과의원,고혈압,1등급,37.89999133,127.05272677,9.JPG
677,광명시,임내과의원,고혈압,1등급,37.489596307,126.86548781,10.JPG
678,안양시,임승재내과의원,고혈압,1등급,37.398745594,126.92073254,11.JPG
679,광명시,장내과의원,고혈압,1등급,37.465679165,126.87745691,12.JPG
680,양주시,장내과의원,고혈압,1등급,37.826609885,126.98320907,13.JPG
681,안산시,장내과의원,고혈압,1등급,37.331810152,126.7960209,14.JPG
682,성남시,장내과의원,고혈압,1등급,37.374813987,127.13551662,15.JPG
683,수원시,장안행복한의원,고혈압,1등급,37.289489214,127.01433963,16.JPG
684,양주시,장원규내과의원,고혈압,1등급,37.819116906,127.04571032,17.JPG
685,평택시,장의원,고혈압,1등급,36.988544455,126.93040901,18.JPG
686,부천시,장진석내과의원,고혈압,1등급,37.512593371,126.75249719,19.JPG
687,시흥시,장현가정의학과의원,고혈압,1등급,37.380716656,126.80093366,20.JPG
688,동두천시,재)서울의원,고혈압,1등급,37.909576357,127.0547573,1.JPG
689,연천군,전곡온의원,고혈압,1등급,38.024337841,127.06850478,2.JPG
690,성남시,전내과의원,고혈압,1등급,37.362780219,127.11440914,3.JPG
691,수원시,전민철소아청소년과의원,고혈압,1등급,37.263657226,127.00733495,4.JPG
692,남양주시,퇴계원중앙의원,고혈압,1등급,37.651356877,127.14172936,5.JPG
693,파주시,파주성모의원,고혈압,1등급,37.83194189,126.8165672,6.JPG
694,파주시,파주연합의원,고혈압,1등급,37.774367895,126.70160704,7.JPG
695,성남시,판교연세내과의원,고혈압,1등급,37.403864702,127.11609638,8.JPG
696,평택시,팽성하나의원,고혈압,1등급,36.964692014,127.06084681,9.JPG
697,남양주시,편한내과의원,고혈압,1등급,37.606090807,127.1572055,10.JPG
698,용인시,편한내과의원,고혈압,1등급,37.340646874,127.09888229,11.JPG
699,평택시,평택연세내과의원,고혈압,1등급,36.993576971,127.09483845,12.JPG
700,평택시,평택중앙내과의원,고혈압,1등급,36.995241198,127.0863703,13.JPG
701,평택시,포승21세기의원,고혈압,1등급,36.980600438,126.8798637,14.JPG
702,의왕시,포일의원,고혈압,1등급,37.385968735,126.98086324,15.JPG
703,광주시,푸른내과의원,고혈압,1등급,37.415445464,127.25017545,16.JPG
704,안양시,푸른외과의원,고혈압,1등급,37.394023019,126.97716812,17.JPG
706,의정부시,푸른정형외과의원,고혈압,1등급,37.758043852,127.0389571,19.JPG
707,안산시,풍림메디의원,고혈압,1등급,37.307732372,126.81616515,20.JPG
708,부천시,프라임연세의원,고혈압,1등급,37.518728538,126.81538052,1.JPG
709,수원시,필외과의원,고혈압,1등급,37.282764256,127.03311351,2.JPG
710,시흥시,하나가정의학과의원,고혈압,1등급,37.360554112,126.72625105,3.JPG
711,수원시,하나내과의원,고혈압,1등급,37.273787285,126.94209911,4.JPG
712,안양시,하나내과의원,고혈압,1등급,37.395666059,126.9235366,5.JPG
713,안성시,하나로연합의원,고혈압,1등급,37.007553813,127.26782459,6.JPG
714,평택시,하나로의원,고혈압,1등급,37.078951346,127.05170072,7.JPG
715,시흥시,하나소아과의원,고혈압,1등급,37.439681095,126.79723851,8.JPG
716,남양주시,하나의원,고혈압,1등급,37.650805042,127.23941815,9.JPG
717,안산시,하나정형외과의원,고혈압,1등급,37.309837344,126.85885567,10.JPG
718,하남시,하남드림소아청소년과의원,고혈압,1등급,37.540679132,127.22527697,11.JPG
719,의정부시,하늘담은의원,고혈압,1등급,37.746233021,127.03665944,12.JPG
720,하남시,하람사랑의원,고혈압,1등급,37.540346616,127.20994433,13.JPG
721,수원시,한결내과의원,고혈압,1등급,37.256519689,127.02150382,14.JPG
722,용인시,한국의원,고혈압,1등급,37.284907775,127.21720369,15.JPG
723,용인시,한내과의원,고혈압,1등급,37.319680995,127.09785155,16.JPG
724,남양주시,한림의원,고혈압,1등급,37.704355757,127.16661687,17.JPG
725,수원시,한마음가정의학과의원,고혈압,1등급,37.306815123,126.98508243,18.JPG
726,의정부시,한마음내과의원,고혈압,1등급,37.737487007,127.08642521,19.JPG
727,파주시,한마음신경외과의원,고혈압,1등급,37.768230127,126.77712875,20.JPG
728,평택시,한마음의원,고혈압,1등급,36.99991351,127.07928656,1.JPG
729,수원시,한빛가정의학과의원,고혈압,1등급,37.281461468,126.99678164,2.JPG
730,성남시,한사랑가정의원,고혈압,1등급,37.450658439,127.16609626,3.JPG
731,김포시,황산내과의원,고혈압,1등급,37.644850361,126.66647326,4.JPG
732,화성시,효성의원,고혈압,1등급,37.168689722,126.70406196,5.JPG
733,오산시,훼미리외과의원,고혈압,1등급,37.151531153,127.0700057,6.JPG
734,안산시,한사랑내과의원,고혈압,1등급,37.341616526,126.81990691,7.JPG
735,고양시,한사랑속편한내과의원,고혈압,1등급,37.669853737,126.76302093,8.JPG
736,광주시,한사랑연세의원,고혈압,1등급,37.369981764,127.23170374,9.JPG
737,파주시,한사랑외과의원,고혈압,1등급,37.758115388,126.77398207,10.JPG
738,남양주시,한사랑의원,고혈압,1등급,37.647856636,127.14548479,11.JPG
739,여주시,한사랑의원,고혈압,1등급,37.299524947,127.62977232,12.JPG
740,포천시,한사랑의원,고혈압,1등급,38.089810107,127.27381449,13.JPG
741,평택시,한사랑의원,고혈압,1등급,36.989188192,127.08319606,14.JPG
742,양주시,한사랑의원,고혈압,1등급,37.824276667,126.98460673,15.JPG
743,부천시,한사랑패밀리의원,고혈압,1등급,37.525116723,126.80445921,16.JPG
744,파주시,한샘가정의학과의원,고혈압,1등급,37.850632038,126.87388757,17.JPG
745,포천시,한성내과의원,고혈압,1등급,37.831034073,127.14944877,18.JPG
746,용인시,한세환내과의원,고혈압,1등급,37.234770678,127.20924098,19.JPG
747,안산시,한솔가정의학과의원,고혈압,1등급,37.287263842,126.86399586,20.JPG
748,포천시,한솔정형외과의원,고혈압,1등급,37.827003401,127.14492011,1.JPG
749,안양시,한승혜내과의원,고혈압,1등급,37.403389028,126.96139812,2.JPG
750,부천시,한앤김내과의원,고혈압,1등급,37.474150676,126.7957423,3.JPG
751,성남시,한양내과의원,고혈압,1등급,37.349566865,127.10949139,4.JPG
752,안성시,한양내과의원,고혈압,1등급,37.007246475,127.2682617,5.JPG
753,평택시,한양신경외과의원,고혈압,1등급,36.987571857,126.931331,6.JPG
754,평택시,한양의원,고혈압,1등급,37.079289512,127.06109136,7.JPG
755,파주시,한양의원,고혈압,1등급,37.764449081,126.77398525,8.JPG
756,안성시,한외과의원,고혈압,1등급,37.007548093,127.270375,9.JPG
757,성남시,한울가정의원,고혈압,1등급,37.44444207,127.14473626,10.JPG
758,의왕시,한일의원,고혈압,1등급,37.348953612,126.97395567,11.JPG
759,화성시,해담의원,고혈압,1등급,37.209217912,126.81875132,12.JPG
760,동두천시,해성산부인과의원,고혈압,1등급,37.903963691,127.05445774,13.JPG
761,부천시,행복한가정의원,고혈압,1등급,37.51711537,126.76963009,14.JPG
762,성남시,행복한내과의원,고혈압,1등급,37.437440502,127.15962692,15.JPG
763,남양주시,행복한연세가정의학과의원,고혈압,1등급,37.606141447,127.15286819,16.JPG
764,광명시,허병원내과의원,고혈압,1등급,37.478153406,126.85773058,17.JPG
765,부천시,허연무내과의원,고혈압,1등급,37.483734922,126.77027661,18.JPG
766,평택시,현가정의원,고혈압,1등급,36.99421813,127.11425066,19.JPG
767,부천시,현내과의원,고혈압,1등급,37.527729896,126.81568607,20.JPG
768,김포시,현내과의원,고혈압,1등급,37.655326055,126.68172457,1.JPG
769,안산시,현대가정의원,고혈압,1등급,37.314925334,126.86406907,2.JPG
770,이천시,현대가정의원,고혈압,1등급,37.260244449,127.47570931,3.JPG
771,의정부시,현대가정의학과의원,고혈압,1등급,37.734930744,127.04926932,4.JPG
772,의정부시,현대성모의원,고혈압,1등급,37.758315149,127.03548474,5.JPG
773,남양주시,현대아산내과의원,고혈압,1등급,37.609342149,127.16481151,6.JPG
774,성남시,현대의원,고혈압,1등급,37.438827305,127.16018349,7.JPG
775,수원시,현대의원,고혈압,1등급,37.275322589,126.9760585,8.JPG
776,평택시,현대정형외과의원,고혈압,1등급,37.079568485,127.06181132,9.JPG
777,성남시,현대중앙의원,고혈압,1등급,37.457408536,127.16492418,10.JPG
778,오산시,현소아청소년과의원,고혈압,1등급,37.150805807,127.09069467,11.JPG
779,평택시,현화배내과의원,고혈압,1등급,36.978691205,126.92333147,12.JPG
780,수원시,혜성마취통증의학과의원,고혈압,1등급,37.305815862,126.99239189,13.JPG
781,안양시,혜성정형외과의원,고혈압,1등급,37.397440619,126.9229023,14.JPG
782,부천시,호산외과의원,고혈압,1등급,37.51945067,126.80515292,15.JPG
783,남양주시,호평아산내과의원,고혈압,1등급,37.655003243,127.24402103,16.JPG
784,안양시,홍동선소아과의원,고혈압,1등급,37.404055674,126.96111539,17.JPG
785,가평군,홍인의원,고혈압,1등급,37.737522039,127.4187031,18.JPG
786,성남시,나라의원,고혈압,1등급,37.380867212,127.12870759,19.JPG
787,수원시,남부의원,고혈압,1등급,37.255601793,127.01142628,20.JPG
788,광주시,(의)열린의료재단광주열린의원,고혈압,1등급,37.410112313,127.25827921,1.JPG
789,양주시,21세기내과의원,고혈압,1등급,37.795621326,127.07920154,2.JPG
790,화성시,21세기우리의원,고혈압,1등급,37.19311219,127.07363533,3.JPG
791,의왕시,365건강한부곡의원,고혈압,1등급,37.320590698,126.95095155,4.JPG
792,수원시,365스마트의원,고혈압,1등급,37.295786173,126.98247978,5.JPG
793,광명시,365편안한내과의원,고혈압,1등급,37.479402181,126.8548226,6.JPG
794,군포시,365편한내과의원,고혈압,1등급,37.35306141,126.94661766,7.JPG
795,이천시,Dr.배가정의학과의원,고혈압,1등급,37.25211148,127.49045802,8.JPG
796,의정부시,가능성모의원,고혈압,1등급,37.742766332,127.02879534,9.JPG
797,포천시,가산제일의원,고혈압,1등급,37.847310192,127.19030327,10.JPG
798,용인시,가정이편한가정의학과의원,고혈압,1등급,37.268125493,127.09644517,11.JPG
799,안산시,강남수내과의원,고혈압,1등급,37.293397943,126.86240569,12.JPG
800,안산시,강남의원,고혈압,1등급,37.326003488,126.80413777,13.JPG
801,광명시,강내과의원,고혈압,1등급,37.477982868,126.85826226,14.JPG
802,화성시,강내과의원,고혈압,1등급,37.235440777,127.06097452,15.JPG
803,수원시,강양욱내과의원,고혈압,1등급,37.260178889,127.01317409,16.JPG
804,성남시,강욱내과의원,고혈압,1등급,37.373199959,127.11957268,17.JPG
805,오산시,강정협내과의원,고혈압,1등급,37.148971514,127.07117409,18.JPG
806,고양시,고려정형외과의원,고혈압,1등급,37.700876904,126.90250695,19.JPG
807,오산시,고신경외과의원,고혈압,1등급,37.138671106,127.07361838,20.JPG
808,고양시,고양연세의원,고혈압,1등급,37.708769625,126.90285919,1.JPG
809,고양시,고재성의원,고혈압,1등급,37.64960383,126.78840047,2.JPG
810,성남시,곽가정의학과의원,고혈압,1등급,37.414449431,127.15065523,3.JPG
811,남양주시,곽내과의원,고혈압,1등급,37.68938275,127.21163909,4.JPG
812,광명시,광명수내과의원,고혈압,1등급,37.461799408,126.880843,5.JPG
813,광명시,광명의원,고혈압,1등급,37.488260093,126.8631497,6.JPG
814,광주시,광주제일내과의원,고혈압,1등급,37.40872458,127.25836485,7.JPG
815,파주시,교하성모내과의원,고혈압,1등급,37.732319315,126.75102181,8.JPG
816,구리시,구리속편한내과의원,고혈압,1등급,37.602447963,127.14517159,9.JPG
817,수원시,구완서내과의원,고혈압,1등급,37.276404408,127.02699977,10.JPG
818,안양시,국상표내과의원,고혈압,1등급,37.39986222,126.91983912,11.JPG
819,성남시,굿모닝가정의원,고혈압,1등급,37.455075219,127.15098375,12.JPG
820,안산시,굿모닝의원,고혈압,1등급,37.242486625,126.5855695,13.JPG
821,수원시,권내과의원,고혈압,1등급,37.272985636,127.04161077,14.JPG
822,남양주시,권오윤내과의원,고혈압,1등급,37.650419697,127.14187492,15.JPG
823,오산시,그린힐의원,고혈압,1등급,37.1421167,127.0477794,16.JPG
824,이천시,금강메디컬의원,고혈압,1등급,37.283771408,127.44746281,17.JPG
825,평택시,길내과의원,고혈압,1등급,37.067125277,127.06098086,18.JPG
826,부천시,누가의원,고혈압,1등급,37.477401278,126.77507841,19.JPG
827,이천시,뉴선두연합내과의원,고혈압,1등급,37.117625931,127.6332539,20.JPG
828,양주시,늘푸른가정의학과의원,고혈압,1등급,37.795952433,127.1058378,1.JPG
829,하남시,늘푸른의원,고혈압,1등급,37.532456784,127.19770374,2.JPG
830,광주시,능골성모의원,고혈압,1등급,37.344454391,127.18017606,3.JPG
831,화성시,다나의원,고혈압,1등급,37.125838444,126.91602089,4.JPG
832,수원시,다선의원,고혈압,1등급,37.298680166,127.0065024,5.JPG
833,부천시,다솜가정의원,고혈압,1등급,37.527478309,126.82190881,6.JPG
834,안산시,다솜의원,고혈압,1등급,37.317115521,126.85001978,7.JPG
835,용인시,다정한내과의원,고혈압,1등급,37.254157762,127.10922155,8.JPG
836,성남시,닥터심스의원,고혈압,1등급,37.369868515,127.14240564,9.JPG
837,파주시,대광의원,고혈압,1등급,37.849387369,126.87263992,10.JPG
838,수원시,대동내과의원,고혈압,1등급,37.270404875,127.01933128,11.JPG
839,안산시,대한산업보건협회부설안산성모의원,고혈압,1등급,37.330478753,126.78711073,12.JPG
840,안산시,더베스트내과의원,고혈압,1등급,37.310232202,126.830688,13.JPG
841,남양주시,덕소성외과의원,고혈압,1등급,37.586310435,127.2123699,14.JPG
842,고양시,동산연세소아청소년과의원,고혈압,1등급,37.644740634,126.88611902,15.JPG
843,안양시,동안내과의원,고혈압,1등급,37.404856165,126.95730871,16.JPG
844,안양시,동안효내과의원,고혈압,1등급,37.404163942,126.96153323,17.JPG
845,안산시,두리연합의원,고혈압,1등급,37.327186669,126.80050158,18.JPG
846,고양시,드림인삼송의원,고혈압,1등급,37.652409767,126.88803343,19.JPG
847,파주시,로타리내과정형외과의원,고혈압,1등급,37.757701393,126.7742103,20.JPG
848,안양시,류동균내과의원,고혈압,1등급,37.394860505,126.91826362,1.JPG
849,고양시,류재춘내과의원,고혈압,1등급,37.675264148,126.7480409,2.JPG
850,성남시,리체내과신경과의원,고혈압,1등급,37.370481244,127.10743244,3.JPG
851,김포시,마송성모의원,고혈압,1등급,37.690011512,126.60175882,4.JPG
852,성남시,마음속내과의원,고혈압,1등급,37.430637498,127.12996586,5.JPG
853,시흥시,마음속내과의원,고혈압,1등급,37.344831421,126.7380569,6.JPG
854,부천시,맑은내과의원,고혈압,1등급,37.511536447,126.76871999,7.JPG
855,수원시,매탄삼성내과의원,고혈압,1등급,37.263541164,127.04647602,8.JPG
856,수원시,메디웰아주내과의원,고혈압,1등급,37.259154084,127.04385822,9.JPG
857,용인시,메디코아내과의원,고혈압,1등급,37.323845617,127.09544237,10.JPG
858,파주시,메디플러스내과의원,고혈압,1등급,37.859828708,126.78656548,11.JPG
859,성남시,메디피움의원,고혈압,1등급,37.397921473,127.11246225,12.JPG
860,광명시,명내과의원,고혈압,1등급,37.468262492,126.85215422,13.JPG
861,시흥시,목감성모의원,고혈압,1등급,37.387362606,126.86040129,14.JPG
862,오산시,무지개연합의원,고혈압,1등급,37.149339891,127.07297544,15.JPG
863,용인시,문내과의원,고혈압,1등급,37.276709086,127.11079798,16.JPG
864,시흥시,문석준내과의원,고혈압,1등급,37.444710517,126.79829829,17.JPG
865,고양시,문소아청소년과의원,고혈압,1등급,37.6434143,126.78356882,18.JPG
866,의정부시,문화의원,고혈압,1등급,37.746509568,127.04518056,19.JPG
867,성남시,미래연합의원,고혈압,1등급,37.432304872,127.12948284,20.JPG
868,하남시,미래의원,고혈압,1등급,37.540651155,127.20047459,1.JPG
869,용인시,미래의원,고혈압,1등급,37.243655701,127.0658609,2.JPG
870,수원시,미소내과의원,고혈압,1등급,37.266072064,127.00188989,3.JPG
871,군포시,미소이비인후과의원,고혈압,1등급,37.353891451,126.93192157,4.JPG
872,하남시,민가정의원,고혈압,1등급,37.542481809,127.19948368,5.JPG
873,부천시,민소아과의원,고혈압,1등급,37.508452517,126.7629615,6.JPG
874,성남시,믿음내과의원,고혈압,1등급,37.362702548,127.12018856,7.JPG
875,부천시,바른연세외과의원,고혈압,1등급,37.516423709,126.78487982,8.JPG
876,고양시,바오로의원,고혈압,1등급,37.683735376,126.77554854,9.JPG
877,수원시,박기서내과의원,고혈압,1등급,37.289733011,127.00008521,10.JPG
878,안성시,박내과의원,고혈압,1등급,37.007662517,127.26756655,11.JPG
879,부천시,박내과의원,고혈압,1등급,37.486070188,126.81138046,12.JPG
880,부천시,박상석내과의원,고혈압,1등급,37.519921807,126.77184978,13.JPG
881,광명시,박상현소아청소년과의원,고혈압,1등급,37.477677838,126.8521014,14.JPG
882,파주시,박영우의원,고혈압,1등급,37.954126878,126.91921902,15.JPG
883,고양시,박유정내과의원,고혈압,1등급,37.652603204,126.77826114,16.JPG
884,안양시,박정영내과의원,고혈압,1등급,37.368030931,126.95494902,17.JPG
885,남양주시,박종서내과의원,고혈압,1등급,37.649997165,127.23791984,18.JPG
886,군포시,박형근내과의원,고혈압,1등급,37.360306497,126.93162204,19.JPG
887,시흥시,밝은가정의원,고혈압,1등급,37.439189004,126.78410969,20.JPG
888,수원시,방내과의원,고혈압,1등급,37.295731652,127.02581045,1.JPG
889,김포시,배원엽내과의원,고혈압,1등급,37.602474354,126.76960166,2.JPG
890,성남시,배희동내과의원,고혈압,1등급,37.361843134,127.11444162,3.JPG
891,성남시,백정형외과의원,고혈압,1등급,37.444245375,127.14345894,4.JPG
892,수원시,백창기의원,고혈압,1등급,37.259457567,127.0178409,5.JPG
893,용인시,범세이비인후과의원,고혈압,1등급,37.269490712,127.21748694,6.JPG
894,부천시,베스트가정의학과의원,고혈압,1등급,37.51900896,126.80501834,7.JPG
895,남양주시,별내참사랑의원,고혈압,1등급,37.665771001,127.11787568,8.JPG
896,화성시,병점탑내과의원,고혈압,1등급,37.215219852,127.04339508,9.JPG
897,고양시,보람의원,고혈압,1등급,37.653658839,126.89408283,10.JPG
898,고양시,본연합의원,고혈압,1등급,37.69860119,126.75324495,11.JPG
899,의정부시,봄날에내과의원,고혈압,1등급,37.744209301,127.09684826,12.JPG
900,파주시,봉일천성심연합의원,고혈압,1등급,37.743149222,126.80834881,13.JPG
901,이천시,부발연세의원,고혈압,1등급,37.282884409,127.48751042,14.JPG
902,부천시,부천내과의원,고혈압,1등급,37.500952048,126.77446405,15.JPG
903,성남시,분당연합의원,고혈압,1등급,37.405669316,127.12260478,16.JPG
904,남양주시,블루밍의원,고혈압,1등급,37.704520622,127.16466679,17.JPG
905,화성시,사강정형외과의원,고혈압,1등급,37.213104748,126.73945305,18.JPG
906,시흥시,사랑내과의원,고혈압,1등급,37.370111368,126.72906085,19.JPG
907,안산시,사랑샘의원,고혈압,1등급,37.304344525,126.81616225,20.JPG
908,이천시,사랑의원,고혈압,1등급,37.170143911,127.47962862,1.JPG
909,군포시,산본가정의학과의원,고혈압,1등급,37.372613698,126.93056046,2.JPG
910,성남시,삼성내과의원,고혈압,1등급,37.442605066,127.15123038,3.JPG
911,부천시,삼성내과의원,고혈압,4등급,37.524317875,126.80093184,4.JPG
912,안산시,삼성드림의원,고혈압,4등급,37.344474597,126.82110751,5.JPG
913,안양시,삼성민내과의원,고혈압,4등급,37.396028875,126.96462073,6.JPG
914,시흥시,보람의원,고혈압,4등급,37.343890451,126.78469116,7.JPG
915,화성시,삼성의원,고혈압,4등급,37.215025623,126.97656431,8.JPG
916,광주시,삼성의원,고혈압,4등급,37.470633421,127.30733101,9.JPG
917,부천시,삼성정형외과의원,고혈압,4등급,37.498927076,126.77563501,10.JPG
918,평택시,삼성조은내과의원,고혈압,4등급,36.988049553,126.93154397,11.JPG
919,수원시,삼성중앙내과의원,고혈압,4등급,37.264876559,127.04105421,12.JPG
920,하남시,삼성탑내과의원,고혈압,4등급,37.539314946,127.20211169,13.JPG
921,김포시,삼성편한내과의원,고혈압,4등급,37.604911543,126.72205324,14.JPG
922,오산시,새봄연합의원,고혈압,4등급,37.134168602,127.06886495,15.JPG
923,의정부시,새서울의원,고혈압,4등급,37.750933276,127.04512635,16.JPG
924,성남시,새한베스트의원,고혈압,4등급,37.443415155,127.15187609,17.JPG
925,가평군,새희망마취통증의학과의원,고혈압,4등급,37.829731187,127.51327119,18.JPG
926,안양시,서국원내과의원,고혈압,4등급,37.373140831,126.95789239,19.JPG
927,성남시,서울가정의원,고혈압,4등급,37.450749026,127.15906701,20.JPG
928,파주시,서울가정의학과의원,고혈압,4등급,37.865770263,126.80440166,1.JPG
929,고양시,서울가정의학과의원,고혈압,4등급,37.656647648,126.77311534,2.JPG
930,성남시,서울가정의학과의원,고혈압,4등급,37.415500627,127.12996288,3.JPG
931,용인시,서울내과의원,고혈압,4등급,37.269186971,127.21604298,4.JPG
932,시흥시,삼성연합의원.금성한의원,고혈압,4등급,37.354246937,126.73402828,5.JPG
933,안산시,서울내과의원,고혈압,4등급,37.302033685,126.86576208,6.JPG
934,남양주시,서울내과의원,고혈압,4등급,37.656414936,127.27435123,7.JPG
935,평택시,서울내과의원,고혈압,4등급,36.991887053,127.10098094,8.JPG
936,성남시,서울내과의원,고혈압,4등급,37.410473616,127.12940092,9.JPG
937,양주시,서울내과의원,고혈압,4등급,37.837144721,127.0658735,10.JPG
938,수원시,서울명의원,고혈압,4등급,37.257263645,127.03852535,11.JPG
939,광주시,서울본의원,고혈압,4등급,37.378899502,127.2549781,12.JPG
940,구리시,서울삼성내과의원,고혈압,4등급,37.58722941,127.13839473,13.JPG
941,수원시,서울삼성내과의원,고혈압,4등급,37.302846966,126.96850293,14.JPG
942,용인시,서울성모내과의원,고혈압,1등급,37.272125728,127.10760072,15.JPG
943,화성시,서울성모이비인후과의원,고혈압,1등급,37.205660973,127.03994296,16.JPG
944,고양시,서울속내과의원,고혈압,1등급,37.618663187,126.84462466,17.JPG
945,용인시,서울손내과의원,고혈압,1등급,37.26993138,127.15382229,18.JPG
946,성남시,서울엔도내과의원,고혈압,1등급,37.388170461,127.12385295,19.JPG
947,고양시,서울의원,고혈압,1등급,37.688152778,126.86441943,20.JPG
948,포천시,서울의원,고혈압,1등급,37.829449617,127.14848013,1.JPG
949,평택시,서울의원,고혈압,1등급,36.988210632,126.92971291,2.JPG
950,파주시,서울의원,고혈압,1등급,37.860803339,126.787449,3.JPG
951,부천시,서울재활의학과의원,고혈압,1등급,37.486568651,126.81318827,4.JPG
